respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.04164780366014059,0.29155246990387695
26708,0.02174339003302178,-0.0623052742496637
26709,0.3586169732294391,0.5628904836621476
26710,0.4979692169558466,0.8145995348522159
26711,0.21334874109061364,0.4780955535944933
26712,0.46428992112737255,0.9269146011780216
26713,0.4115815785182507,0.5141383840807519
26714,0.15247558763013191,0.2934458351668
26715,0.027530350609221488,0.27471681508397505
26716,0.23574926910259408,0.7882139580457972
26717,-0.10647706294632625,0.36317697715081687
26718,0.2191339050660729,0.47833612702888684
26719,0.07446897675976072,0.8395779545311182
26720,0.056188648313551914,0.24279976366496092
26721,0.3838520292334382,0.374639755975964
26722,0.11469779774899924,0.14632872858215218
26723,0.5758143905920183,0.7532805483610645
26724,0.14874263943063404,0.5409540782113362
26725,-0.04613669947274174,0.06631528232280148
26726,-0.0996135213304456,-0.0917705123835108
26727,0.29237097751316876,0.7272408412267484
26728,0.2420095208488694,0.5711203307422479
26729,0.4765728444284548,0.8617833955107979
26730,0.013270046025331439,0.29770040384107965
26731,-0.036889507298634217,0.36451854129212413
26732,0.2615779983453441,0.13768345914276348
26733,0.8081304563814595,1.017906868468482
26734,0.7889976942376902,0.40714659938290687
26735,0.20159651415827518,0.509287328392545
26736,0.04833356638961178,0.18943411034224433
26737,0.10147731454528197,0.1604481996832755
26738,0.5677704860090688,0.8239691813219958
26739,0.1659978898008923,0.3081949378972938
26740,0.15169618289734932,0.14037162185117413
26741,0.20792154897399362,0.904112621744424
26742,0.13990447201987333,0.45575577700955683
26743,0.04673813110091779,0.4664140009667066
26744,0.08708671967746995,0.6192746081868805
26745,0.16631237675907562,0.931985306550269
26746,0.167515405374144,0.41724852719034966
26747,0.09089843688032828,0.287357106923781
26748,0.14680179645134955,-0.08222327587185263
26749,0.16215520933066968,0.6528199940280808
26750,0.5951618098647767,0.8990414955663022
26751,0.38038970904764413,0.6758036552427451
26752,-0.046251327105753026,-0.06773326041759808
26753,0.26297216839423276,0.5945392584143656
26754,0.19736744180324606,0.5734048833334118
26755,0.1597395261174398,0.4067461860882218
26756,-0.045891884928169924,-0.05264995370655701
26757,0.4669155995294513,0.4928609675986819
26758,0.636626089084811,0.8828705864554778
26759,0.0227710855879803,0.31178396046756385
26760,-0.0987368684130493,-0.10068808279724933
26761,0.2800218238484492,0.5480424446351577
26762,0.19390521262466331,0.7240161506340483
26763,0.7960021264597674,1.1162424445871426
26764,0.8526732243622086,1.0823238493269698
26765,0.08919139473429882,0.7150859762929729
26766,0.10058807845050827,0.1901245806920101
26767,0.6401048126168056,0.6583729798657476
26768,-0.1181463744058458,0.46801041661554454
26769,0.11223122514796019,0.15850841492153034
26770,0.15860796341334632,0.5734220033473885
26771,0.013746766664889332,0.1607688479805015
26772,0.05129185250153817,0.4177742976038157
26773,-0.08320500840928555,0.5134409437732073
26774,0.03145208578950287,0.6014547480450452
26775,0.1128019132436332,0.5348456155747681
26776,0.4396794852579723,0.34532796343215144
26777,0.14075822032123708,0.9424954714529135
26778,0.1844045872370118,0.15382790568711247
26779,0.14027470155323707,0.45463840189878746
26780,0.11148315212730464,0.9753969963406992
26781,0.078243994954802,0.4589517036836359
26782,0.027952407292562764,0.4136723839367389
26783,0.06783296801946148,0.38668487800529583
26784,0.4067283941082507,0.8599937816247682
26785,0.4333206784831767,0.566627682084945
26786,0.10959123897845469,0.33548155341282104
26787,0.10852818284841459,0.4175132463753588
26788,0.14134122083924217,0.8305295456218824
26789,-0.1032490155776482,0.3227629064595624
26790,0.04950585627570259,0.3548243795469592
26791,0.08432715719238426,0.1710629611026473
26792,0.27859977217434617,0.7455956361146463
26793,0.1220272258114874,0.8291239628194091
26794,0.6811679275302083,0.8828826537176713
26795,0.08218735212465783,1.0618491156264762
26796,0.10103765490112027,0.07257701551935603
26797,0.1683621278799044,0.6029069885923362
26798,0.25966105422952424,0.22748470976290924
26799,0.26311866475169854,0.23133524446502018
26800,0.0048405717193141795,0.8989078861221687
26801,0.3622493868571415,0.41938437107655124
26802,0.12198445908768701,0.24322148581408376
26803,0.0404437048820705,0.20221861289732024
26804,0.07245752733002087,0.1298282985035064
26805,0.10705094152627853,0.25616144822841513
26806,0.08401458934363587,0.8433849486877878
26807,0.5212583344362108,0.9838263819406767
26808,0.3077573767130487,0.5551562336721159
26809,0.616459617452409,0.19971335388476597
26810,0.0316238689517615,0.13768427048470366
26811,0.059477651421336375,0.10572605460918572
26812,0.21547829981785604,0.6149603768349272
26813,0.43490114527458645,0.3576272953225933
26814,-0.025413834679855085,0.4361853842707557
26815,0.033778813718993994,0.13893167440901188
26816,0.08884178753818989,0.32259263173143504
26817,0.19787913616585084,0.6609950010081129
26818,0.03851203636051442,0.287236352028854
26819,0.3563706960945918,0.4449086686453514
26820,0.11433591237496965,0.3775878942435338
26821,0.1292478528218574,0.5192257827012341
26822,0.24676318818448462,0.6375723480256357
26823,0.4809638248002761,0.5094416784602662
26824,-0.00976266377083157,0.6158296238719585
26825,0.41983784859411843,0.5946588681596576
26826,0.12985512085863743,0.6533773276815231
26827,-0.008453964105734346,0.12871649717052902
26828,0.2206861892536781,0.6005215085089015
26829,0.5961267121748189,0.8854112895073158
26830,0.0912568805264799,0.6331805230633976
26831,0.26507729313127704,0.7088466026554066
26832,0.13182677803208243,0.7416269655085939
26833,-0.22343488699292288,0.2798522674299788
26834,0.2540996367911149,0.4693849317899008
26835,0.45405796445078916,0.9288171169518704
26836,0.18885282313339136,0.5127775701822646
26837,0.12744505317598176,-0.23504575688576462
26838,0.13145382520858628,0.43965165458867395
26839,0.26926533812927567,0.5072654797538321
26840,0.11217425026690164,0.1422132575652384
26841,0.4336103024516904,0.7522217839001129
26842,0.10779715373787452,0.28369163985613643
26843,0.011616518577325263,-0.17110272883072303
26844,0.12396225673906847,0.5635772388621056
26845,0.028530564968153926,0.5944355330521158
26846,0.07655703102220568,0.6447834599847189
26847,0.39398621895244146,0.09913112149045289
26848,0.05934351732816262,0.6718044274253865
26849,0.2742089734014539,0.6111106157073525
26850,0.510078346961967,0.5515786976820118
26851,-0.02117171022970843,0.004274372874563448
26852,0.022480874494282432,0.08820890611650423
26853,0.4100032526687225,0.493344002550693
26854,-0.10447794193063964,0.0655309493122177
26855,0.5664110230263525,0.8668951981831676
26856,0.17666849898037873,-0.07556609104838108
26857,0.349319272734936,0.15186546704270376
26858,0.2702874887054405,0.6040293629734919
26859,0.08118421977709983,0.07726914380197669
26860,0.28124512330724694,0.12607480057138154
26861,0.11651680316656532,0.11781315238172285
26862,0.1212707905425554,0.30274667565340385
26863,0.28420918684047447,0.47266160841395344
26864,0.5095334773908072,0.451271621227904
26865,-0.07782258450510693,-0.03251354787688965
26866,0.29472442548067146,0.5990761870531558
26867,0.15089684233423795,0.2372072593740575
26868,0.5866984832390275,0.9239477917837637
26869,0.16282058690521495,0.3959418995668105
26870,0.523347135729753,0.7133807713033082
26871,0.06324268654493659,-0.018386048417806555
26872,0.004645222872610766,0.3421444280413164
26873,0.2092760851776495,0.8702791044554834
26874,0.05573149171018188,0.1882053533175203
26875,0.5973918857327614,0.9314799167942447
26876,0.042325789281547344,0.004337576767531104
26877,0.04503990373997652,0.09692799511393912
26878,0.2321004126956171,0.24523828994561347
26879,-0.12069023839019746,-0.17547505566727256
26880,0.0687448491790349,0.14172796805221854
26881,-0.008409026320086666,0.16637643715459738
26882,-0.06124034176967491,0.08980352847512074
26883,0.10625664511162697,0.38009624778308304
26884,0.10776403909264287,0.27678738724240337
26885,0.25168570667420487,0.8111642960834418
26886,0.14287240120018263,0.6453326969972393
26887,0.5834719431019753,0.8248709013524886
26888,0.750691957100249,0.9167859029123391
26889,0.045841585143399366,0.17999507119979374
26890,0.0801687400846195,0.3463371461924346
26891,0.28496787970418014,0.451184234899648
26892,0.19959501001401592,0.7618621234359073
26893,0.050096362133158434,0.2730372495561627
26894,0.2369920240782839,0.32919364066888346
26895,0.08860402857108335,0.7358022904282593
26896,0.015194153779863051,0.048478278673396824
26897,0.07546248810937828,0.4083170673382027
26898,0.2953518660361938,0.6133202812636369
26899,0.01255340209000888,-0.035832666116095924
26900,0.18761850119344603,0.3330789319852513
26901,-0.18104872077035614,0.31220493476959754
26902,0.25061508700795965,1.015170476022728
26903,0.2030202985728049,-0.025061079124486962
26904,0.036475266283646224,0.3426135223386726
26905,0.4491692479917878,0.6812257716188719
26906,0.06759973156578969,0.3566336917738918
26907,-0.16028182244186534,0.4782913833602995
26908,0.18595457482841005,0.6131489387640268
26909,0.24639794479363297,0.4013391176440487
26910,0.10943486642427169,0.3310732979086578
26911,0.025745802068994128,0.048114906692117376
26912,0.4482620863252562,0.893094613906257
26913,0.6879231141591338,0.8510411722054287
26914,0.03601038570895854,0.1315964985503978
26915,0.1896180409363949,0.6617164531304827
26916,0.07392774176823569,0.3965854929182755
26917,-0.19753612311647065,-0.2427712307923467
26918,0.5873346204089027,0.9142033084619354
26919,0.3243344787658098,0.540095286618973
26920,-0.03696783205076176,0.17179097513278363
26921,0.1282739773700427,0.7416987920242215
26922,0.07405804895558799,0.6995048545774227
26923,0.13757749114429307,0.4716217638633189
26924,0.5491778571105307,0.8533861328749133
26925,0.14586731661510388,0.5913733515839803
26926,0.5854990107953434,0.5079285953072377
26927,0.31251762707661457,0.6316855548821283
26928,0.034795157514063146,0.475502308258529
26929,0.1189459391564815,0.20403246521415008
26930,0.6215261794509792,0.9060698468912081
26931,0.11700415290978383,0.40305087291772135
26932,0.0733744242919605,0.7863182630399452
26933,0.11627268642377542,0.6983621287453214
26934,0.5568409239234405,0.7261115392697217
26935,0.22392502458581265,0.4843374981441102
26936,0.4407090183551964,0.2347434776671007
26937,0.25445732683413413,0.6221864572656104
26938,0.07777621122753725,0.024222586329054607
26939,0.022631030575807176,-0.002139749483499487
26940,0.10009419645012452,0.13195064854051697
26941,0.046646809259305866,0.4205242787981429
26942,0.5194987793033833,0.7365510815138465
26943,0.18132256197379737,0.5656610643026387
26944,0.09806343502383752,0.28608257133863035
26945,0.155836880395255,0.511035304094204
26946,0.17340771880777506,0.6697295558480125
26947,0.1873350035493222,0.5001466695677919
26948,-0.055027400351924105,0.059321769194741414
26949,-0.006309295962436512,0.038083297280528505
26950,0.017411999006035017,0.510779208715817
26951,0.08396667066967867,0.32614709833543
26952,0.7184654783585152,0.9503370064852787
26953,0.6505932265777173,1.0766230614225927
26954,0.026799284984573846,0.2071688660360066
26955,0.1596152028984602,0.4986217055201647
26956,0.1757420467995453,0.36387736273053084
26957,-0.005777934811349139,0.8399519449051294
26958,0.34898916940668157,0.6750239554889066
26959,-0.03901315010887085,0.2099551439894184
26960,0.03512406583344935,0.05838043534100257
26961,0.2265606827864185,0.49102864554410175
26962,0.18512132576521512,0.8566066857043433
26963,0.17042901683083278,0.3332354292879218
26964,0.1352237651793416,0.273693160559094
26965,0.6926333225700732,1.0330832216263852
26966,-0.07595480751814501,-0.11219916942581137
26967,0.19134516537544632,0.403500534490955
26968,0.023299029024279272,0.7121929205049193
26969,0.037129438281848115,0.22910264145980574
26970,0.6252178428840546,0.4519585716893859
26971,0.12442742957634545,0.37080309928660693
26972,-0.15412107679546766,-0.11025158563805659
26973,0.03006863543181526,0.1670919396923386
26974,0.11978224369496165,0.40066710668679184
26975,0.07929217020487744,0.5287284636336747
26976,0.75870280120989,0.5163817257069259
26977,0.06030747881738202,0.3245247460555697
26978,-0.10275905592465964,0.6681405996841496
26979,0.32389831673887737,0.5923940511580834
26980,0.06230249321088255,0.16789027760064845
26981,0.08752326704254865,0.3055605298475925
26982,0.5776922069275593,0.8904591134281796
26983,0.21024626708698146,0.5266752217141972
26984,0.0831173014363431,0.15304047363841844
26985,-0.056017929840354086,0.10209341664803562
26986,0.22275171635651292,0.4976625878842127
26987,0.0860602243797779,0.22704492238122442
26988,-0.02553921847002627,0.16902372438675628
26989,0.30038861911216874,0.6997646423509873
26990,-0.07281567045784842,0.13924760595074126
26991,0.3537998319877669,0.4582362102792157
26992,0.4002693552336265,0.4687713799071016
26993,0.16977800431481171,0.7326598102870536
26994,0.17682525152482198,0.45358192118270835
26995,0.3214596890696565,0.5493236353945361
26996,0.36615035390657436,0.377993127260416
26997,-0.10799141253813854,0.02078682957421074
26998,0.014736112755373898,-0.041239811520121905
26999,0.42783792428685097,0.476655894616554
27000,0.16009937873801072,0.36745127733563543
27001,0.03647580632516201,0.7006972495968835
27002,-0.11286905069142228,0.2957035579137822
27003,0.0023718694364219806,0.08680897792236664
27004,0.15065478795538267,0.3369719018971228
27005,0.38517312669817483,0.6727410202743416
27006,0.6112398940266626,0.8377422825699004
27007,0.05955524690756997,0.10815682588900222
27008,0.08193926595211937,0.020162047709761266
27009,0.05975178672524706,0.2861869678471546
27010,0.0853765166780262,0.21216888641070253
27011,0.09229038794301675,0.17043362476462964
27012,0.4609968546688683,0.6017476567499247
27013,0.1323309261294885,0.3987102247461676
27014,-0.05450141156912358,0.31473638841391294
27015,0.11042485932006396,0.27313578820245643
27016,0.1710500790767041,0.4334452234021886
27017,0.35900818430636405,0.6329598325022148
27018,0.10616477546736852,0.2972367315031812
27019,0.7890918660164792,1.089632557608835
27020,0.3073962690476858,0.3112567898687253
27021,0.2650632392211668,0.5573568172065457
27022,0.20651104382112218,0.2741517582708979
27023,0.1829875096337129,0.2103933808861811
27024,0.1934554678944026,0.35904107564306487
27025,0.017037392602679002,-0.14308881333563833
27026,0.08320674508686404,0.39038429935003727
27027,0.11060807646419824,0.6432422240968323
27028,0.35014522929197034,0.7903499476455529
27029,0.19061525613237118,0.3814463895981417
27030,0.21164253826730528,0.2839185412404506
27031,0.2545665857814319,0.7966443798892229
27032,0.2224778375423233,0.4506664332624992
27033,0.2652263566585241,0.6168110838689194
27034,-0.17088685027343178,0.5990025939493098
27035,0.25170230049894105,0.45351829000439436
27036,0.23175670468364828,0.5855655078438717
27037,0.6171831931285304,0.7210189873147823
27038,-0.03389913433951364,-0.10013421993059918
27039,0.6291493928382393,0.905528072308948
27040,0.23256369017485679,0.17208231001855645
27041,0.15611839695453378,0.48460913365304115
27042,0.0997099361060041,0.5684352346432058
27043,0.5288439737139975,0.7480074934664953
27044,-0.17391764737516244,-0.059505011050081436
27045,0.20654158411289403,0.5673698023603941
27046,0.013067096924189336,0.09170417400033637
27047,0.5174294020730935,0.4204682359941505
27048,0.1976451231894769,0.3338546839989476
27049,0.2681892451844373,0.8680547029340935
27050,0.03688326162506578,0.5054928123391245
27051,0.17842263695335248,0.3686655750474298
27052,0.11260948974476881,0.26869219725769744
27053,0.7786640493241086,1.0265088240538507
27054,-0.0026325466263790176,0.02400226110950765
27055,0.11546992054139504,0.8213678548225412
27056,-0.021135283808143113,-0.03558769742632406
27057,-0.00942242608217203,-0.07803568441545428
27058,0.684037422561508,0.7957105979391987
27059,0.0715505099341534,0.3381863498627574
27060,-0.01902649238768639,0.4019983541616655
27061,0.12688793492389105,0.4443138608354069
27062,0.025271802636646357,0.46662967567378666
27063,0.06037035434896659,0.5771922430213794
27064,0.24746260764484784,0.44902625183465306
27065,0.08149016656104185,0.4138470224688817
27066,0.019375756594865567,0.6276074546106298
27067,0.35641593372483693,0.6778607017234723
27068,0.7614401716712038,0.9759335631891628
27069,0.49544829404596924,0.9595653936818178
27070,-0.011721512487157026,0.009906804707061734
27071,0.026218661505043817,0.033566958887880305
27072,0.028468940546638677,0.6283300422465645
27073,-0.05514725937801995,0.7630444242449408
27074,0.05365808967353769,0.34574256832874695
27075,0.647420400541772,0.823054397592156
27076,0.5144195406052151,0.7318064891715477
27077,0.007549397083994769,0.1480009591259045
27078,0.2847839863565227,0.7571229081427235
27079,0.2967253759347269,0.9469074551369583
27080,0.08828329042932559,0.3567245022693555
27081,-0.05790137542518087,0.72667364341459
27082,0.34012355099821956,0.49314141423246194
27083,0.02431903301447086,0.2808754517927007
27084,0.728009635577253,0.5915222980992523
27085,0.019317044645416892,-0.24995777355148346
27086,0.07384787608796256,0.056461267589224984
27087,0.23630385478401061,0.31233583103853046
27088,0.38389797596306685,0.7694342369125353
27089,0.17109658041998627,0.2688678522071376
27090,0.22864546619921466,0.4874930863565512
27091,0.4755948106293767,0.21518064839183582
27092,0.13133521734503,0.34228032543430964
27093,0.21637007370414907,0.3418772178350584
27094,-0.10569428925482605,0.04559262448673185
27095,0.0893789095552514,0.4797423770633502
27096,-0.06727570297784097,0.25368744560942424
27097,0.5946089742182882,0.7518982353665198
27098,0.4882385858224926,0.8093235551050606
27099,0.17109013282536945,0.390804037899114
27100,0.046950879417794744,0.670473879567931
27101,0.10758755442942475,0.5675057366339464
27102,0.10276027293898155,0.8394967357725998
27103,0.005956936451115391,0.07881584639979355
27104,0.3503209768927408,0.5822404371800718
27105,0.09572279843824139,0.5231069916561168
27106,0.5046744374646221,0.8064492010063551
27107,0.426843139679134,0.6350213748160303
27108,0.15309912447308205,0.36950874833238734
27109,0.06622101736439423,0.3045606345938019
27110,0.12870366828172425,0.41362591768090895
27111,0.003322895126336989,0.3709991698945452
27112,0.3020268620049843,0.5330248571726506
27113,0.0968502772393735,0.3287811497193127
27114,0.1004639987119631,0.24998899510650918
27115,0.5815867274808866,0.863832867158552
27116,0.18194124749117313,0.8660497005449006
27117,0.05180900872135846,0.11750804162046147
27118,0.18114781881981656,0.49047876989884753
27119,0.08462566195613247,0.30933852789138394
27120,0.34730309402587656,1.1348625294968584
27121,-0.10108322837083056,0.6349304589565921
27122,0.01103418963339109,0.27131785712188317
27123,-0.011022947133465133,0.07271867677564237
27124,-0.05416084735536081,0.028888974925302957
27125,-0.013142159275114251,0.011568672738026864
27126,0.35219878161255347,0.014130588056416316
27127,0.08405369496558202,0.10593551403924883
27128,0.22558058269117043,0.53667842509119
27129,0.47975935204601716,0.5941309636771028
27130,0.1770919787332783,0.2934385788011995
27131,0.0712528953803247,0.08359797427726723
27132,0.5152010348778746,0.9014219211092795
27133,0.08335920654483614,0.4968327040736875
27134,0.5312565146085859,0.9041824872452835
27135,0.2485602586479595,0.5574816271118943
27136,0.08576834577579051,0.49414241974221107
27137,0.08795982939715852,0.2634418061247287
27138,0.22815364551585027,0.5710976781386219
27139,0.1722384370916316,0.10228770546067723
27140,0.814150821675103,1.0111550546368926
27141,0.5666511672978455,0.8003395307446857
27142,0.08509096351163425,0.38236023721556023
27143,0.2930648365121348,0.4875834104610324
27144,0.04463718988096205,-0.007036679151118053
27145,0.44256228143463405,0.6157945804255682
27146,0.024276003118454792,0.8808462269553672
27147,0.08049145913187772,0.3152452417157764
27148,0.24427240037095277,0.18916411358919905
27149,0.41014258395725045,0.2728207678428224
27150,0.6426925907179244,1.1028149807857348
27151,0.2049262595848642,0.710244431933098
27152,-0.014121244766118757,0.2875676966619005
27153,0.2635829700535901,0.6857352738377718
27154,0.6213567558450097,0.8892103161050604
27155,0.1950355374258117,0.5870303767431799
27156,-0.09733660783889436,0.3618838032399705
27157,-0.1850757199857383,0.41949455468034036
27158,0.074786736584534,0.38546406320804527
27159,0.020566242240201704,0.22969650372611505
27160,0.2377652868621004,0.2328830815248144
27161,0.3189432367678866,0.4740663731881358
27162,0.1900996739952573,0.982304557324063
27163,0.5372152641561301,0.48834940113074476
27164,0.2540682209883881,0.1790368900238457
27165,0.47886219610427116,0.580675244526921
27166,0.2689536413359733,0.2899901003890304
27167,0.2123291799393372,0.47472882305189756
27168,0.22545065108288231,0.7451113263145885
27169,0.47956255365810463,0.6581427137333693
27170,0.36293928199326775,0.8225623237720405
27171,0.028880908643756475,0.39535097724431567
27172,0.04378521150469045,0.769623232044343
27173,0.3495405563682862,0.6086321836700368
27174,0.06262914668987807,0.06783850521356005
27175,0.07107249163295104,0.19128995892887202
27176,0.4942727180047387,0.9991204657982118
27177,0.7049591354529106,1.069891376573971
27178,0.19515923724256545,0.4684013210175966
27179,0.10528605215780656,0.32325884580990405
27180,0.24320967706044716,0.4136006752948016
27181,-0.032551281972923285,0.6970862463893444
27182,0.5931826821233613,0.9428851252880115
27183,0.0047229535525577515,0.49273013037350033
27184,0.05268711924106079,0.4174225108516758
27185,0.533524140208856,0.7684915538938188
27186,0.11699867349562337,0.6102629963973489
27187,0.09965530359428476,0.12761426036052403
27188,0.058124944855212524,0.361466135667477
27189,0.09476582665118116,0.5575099497905607
27190,0.45576172925915037,0.6984603068012785
27191,0.18604836962962845,1.0093084584315895
27192,0.5578549673712679,0.7577040083219442
27193,-0.08952392155782349,0.045895910184516886
27194,0.12246721500591928,0.41217460381848126
27195,-0.05571765146728741,0.10270104115019096
27196,0.3498299442866354,0.2720865286522146
27197,0.07897359321587594,0.6494765165900633
27198,0.846884733420437,1.1971150617534423
27199,0.002478228609298694,0.1636654749471399
27200,0.3077153390640609,0.6073593509318453
27201,0.6836867810686174,0.928707369971044
27202,0.05738265673038406,-0.11106658139682613
27203,0.01893020216021163,0.10931128662807532
27204,-0.032206821641481254,0.06192745902719765
27205,0.11518159811533463,0.3490725001030084
27206,0.25924250935779414,0.3492245698036226
27207,0.09443073127754043,0.20146727157443345
27208,0.6680333277397409,0.6370754492434187
27209,0.15911732219531982,0.2892514119558174
27210,0.30315371166127114,0.4661326511056736
27211,0.1002918564888522,0.3171446634476206
27212,0.5437026932706481,0.9479096381736769
27213,0.4991267643873647,0.4361949869930133
27214,-0.04600730303187239,0.057032217461173706
27215,0.21957024229781863,0.7384065571954983
27216,0.18736179350271331,0.7535332980156777
27217,0.12794834464750693,0.23029690004255876
27218,0.6448966069828524,0.9841236895960124
27219,0.42356743580790346,0.593060592365811
27220,0.16867748324816284,0.4286193931138851
27221,0.21039391004300756,0.5261051784430204
27222,0.282565949995093,0.5678032977042937
27223,0.045359519763931766,0.6137531093463331
27224,0.2854948213771106,0.6922320759243985
27225,0.19600535317860934,0.2964957561289857
27226,-0.054547588236142086,0.3557025281491262
27227,0.18948439606064782,0.45346188254671405
27228,0.40927367062836184,0.8379483248811261
27229,0.6511113000726532,0.9232854790339209
27230,0.20471670044620438,1.078304231944905
27231,0.38265903361640463,0.7665387514515831
27232,0.14670732839838307,0.5463463865218048
27233,0.3893916355666983,0.2736519945207113
27234,0.02486311157501403,-0.12374412001036478
27235,0.7575705805941522,0.9803556495301602
27236,0.12809368737283827,0.9672166612875437
27237,0.2370620899626238,0.5155610800328543
27238,0.2725962542315813,0.6374172216754557
27239,0.49550846715818253,0.2626626375276552
27240,0.17177507370823286,0.49084049359509696
27241,0.10767758363113916,0.2710020276233591
27242,0.16918281983921318,0.4810059374131299
27243,0.03067957555045575,0.1538972056533372
27244,-0.01980139265105435,0.08724633292231931
27245,0.23146268956614957,0.47580357870635726
27246,0.7098963079339091,1.0066430361291332
27247,0.20148994644632945,0.9869128609595952
27248,0.16391729362415458,0.5395659818262617
27249,0.177279743083245,0.5645759544014364
27250,0.14774866767986428,0.3785066596237123
27251,0.12549148765755336,0.3379030033711806
27252,0.46371153149687405,0.6301108526730155
27253,0.08899410029014121,0.8920724103398125
27254,0.8156236290707484,1.1103468421603007
27255,0.16347476260015897,0.3321820898220378
27256,0.5860309341721412,1.0903304199711654
27257,0.46764128741957145,0.5477461722059493
27258,0.445194560281127,0.6883889922708173
27259,0.471966494135755,0.838789744484312
27260,0.22921051510566703,0.516563385934786
27261,0.17499731817715813,0.5676365151416822
27262,0.24250902382259576,0.5145043267919787
27263,0.07506050124351354,0.06547802538665581
27264,0.14879291772066017,0.14370744323036555
27265,-0.04670336048521656,0.23736674663058932
27266,0.2014852737958247,0.4161007620408612
27267,0.2042240637590219,0.8036017107714761
27268,0.0035889466189101826,0.2837444390543915
27269,0.6458069227953033,0.4580328990480429
27270,0.008943897828637304,0.15635241312861348
27271,0.06049733439065785,0.37107849473499055
27272,-0.0995742491518955,0.47614530352621154
27273,0.01831785422734744,0.16977913226866315
27274,0.16601955402931323,0.5112824595622036
27275,0.1563256701123521,0.3423008117712809
27276,-0.11566730354875088,0.13447325756889916
